SNP_A,SNP_B,SSR_B,InDel_C,Non-N_bases,Disease_resistance
42076.44139846686,94479.21703388498,0.3683155203303286,0.7576267276957647,12728548.363445133,0
69295.28060690385,109100.36023660153,0.9910106067863893,0.3793050007434596,17316605.994893268,1
53587.80217849859,114383.27048797635,0.6314873001924743,0.53471690295828,14699185.719870517,1
29244.34733046337,80950.7093797799,1.570803915954001,0.46368673154874274,10324864.88022111,1
42757.43305435055,137890.46892636924,1.9701786661802303,0.4063431323885278,11151117.264918957,0
65307.08758820499,106569.9648831006,1.8916514090628211,0.744139940370781,12702672.663663415,0
67042.43918359838,146947.36728252447,0.9642616833275535,0.4950124355649973,12550183.625649398,1
65668.99565451505,149409.4228280876,1.0761340663227463,0.2579474321447115,17540055.82198748,1
72215.66804814209,119815.1344887857,0.6003100515381454,0.5178278669954722,16149923.667054724,1
72124.57141014017,122132.81080073924,1.4929157933773047,0.26757649371642944,12059347.991855498,1
53807.73014101984,87924.61893454776,0.8793751584920229,0.438391191889425,6713985.553583805,0
92413.36745563823,64179.50752705976,1.6215958932871337,0.6838503419502036,15987460.738913452,0
48507.635213975416,116613.43718883449,1.6370405162993082,0.4264248640140024,18199618.513487443,0
54176.788797047026,83329.06848904194,1.0248895835131324,0.6057282267493319,10871538.54785371,1
92029.63846630078,116493.89827685722,1.4987742257431316,0.6253088269317661,16745757.557873936,1
84914.10109082512,88287.65087845063,1.3192393779627825,0.4345429047475742,11283232.080347203,1
76422.7524338504,68704.90182042011,1.5054131794761438,0.7518597988424605,5145410.257448715,1
26318.831646920993,109172.40217974318,1.5825262223039624,0.7139360811562618,8167536.764366246,1
94317.0569408079,46075.503308371335,0.36755583831099475,0.6898894954244028,19961309.49515279,0
77282.02786257624,124447.75723525428,1.1846673238577077,0.08574918799136573,8052842.251024396,1
100904.30154513293,139415.84599771595,1.5841225070890992,0.5662740334883972,15004129.27545778,0
30404.20928661348,60075.71717951012,1.1660571902642058,0.36632680193559713,16470305.460734,1
90054.46276156178,65112.253972806226,1.0214069813952205,0.4420675637052046,13402345.257362051,0
31486.91357813911,86227.8654113422,1.2764732876940457,0.4624635823064336,2324934.6567455395,1
69091.44383555907,79076.58953488254,0.4455736120688272,0.1902804293343626,11337045.48501648,0
28277.058576503645,145560.67837193838,1.8159615515439218,0.5436383490360615,15473976.51446039,0
88384.68303374546,77485.46816633292,0.3540365080467985,0.11820783186480352,14930676.19048622,1
85007.47357417589,154107.622456474,0.8191664853965288,0.5293134390696358,12533631.263855161,1
65235.36130501125,115228.71061144902,0.3539746189889692,0.13919861221303811,6176512.456549894,0
51796.21366975797,81070.17803821142,0.9872120690023651,0.5562668277818948,2945279.310350998,0
23740.860622776458,42608.87405703787,0.63782885807193,0.6854484504399614,4491051.165052747,1
75886.58817099879,75041.35295521922,0.3806001593179132,0.5396659941984328,4515177.784743063,1
55644.04266227972,44324.362150992776,0.41466778081077793,0.40637866018472174,11994519.916922728,1
77930.61475603888,58271.22091545812,1.0969540997400669,0.5432569197181772,2628222.119077998,1
89909.73305207622,48702.738305112165,1.5667729461966016,0.2259224450170257,4255754.471561862,1
98968.28491523952,119282.70643074843,0.8155117767984241,0.02085631142411524,7449591.984454518,1
89031.67741858671,78082.98587650066,0.5359465574357314,0.5253905411134235,4252859.410900699,1
18972.268987355164,144995.04761351662,1.431605108860178,0.19600565556554267,8577083.87753629,0
47878.1793517042,72837.77124459954,1.8449530371367289,0.22280623039116296,12886477.284018382,0
78589.21668119682,78065.2240494932,1.9033922941484909,0.47382925255749414,11210894.123715159,1
32245.263212699563,66389.14902656354,1.9196347005154166,0.6242943949276029,16061276.054232616,0
61246.03831494273,151036.26602900503,0.5015134974134405,0.20433090794242353,19451445.07299199,0
22510.05303215805,52620.308986704615,1.716841192315033,0.4073297153605733,15590961.931863394,0
34599.71156640121,59583.842218303274,0.33491853102638214,0.4434863602134276,12876080.387406902,0
19537.30894023096,106270.47743606754,1.7797213483928698,0.32835864380069546,5713209.511445289,1
83876.9093786659,145568.8515779846,0.4923962955946618,0.7413087481082257,7607053.318716772,1
36585.74910901155,78658.81587948633,1.1475637068412619,0.3289156775815406,2050528.4109113906,1
46664.18949784292,143503.0910506156,1.8057763095525659,0.5761416954881443,3329891.744020384,0
95030.74735764404,148636.24358259368,0.9836505287722823,0.3267215315695755,11270961.116699226,1
76466.39535965322,128789.66991503372,1.7137762447917946,0.03799365827065305,4427521.234098449,0
20642.63115109855,100261.10932967374,1.7250545263834354,0.13432179691772247,13965588.251696892,1
31669.614989326757,133333.08649737417,1.1648055064624647,0.28008078996545255,15737183.551364787,1
69582.70732448038,145682.74796811253,1.0040139580944063,0.4559622137403339,11504567.92175577,1
65909.97285414592,151875.59104043682,1.6759568089402266,0.17735246898710183,6443412.122884533,0
37745.10417408422,52813.06668208487,1.0747987806134414,0.40939047080248947,6847947.142574943,1
95539.76182775789,118087.85915729056,1.2735138813803497,0.07873778368980196,14261141.008992376,0
68959.17434516936,65412.89375754933,0.7880560270864294,0.5282416536420577,19370413.936683413,0
62457.52265107154,104212.36131005376,0.782130007741706,0.12761417318701698,10396095.003169663,0
66962.5280374294,45851.14800015558,1.3969480240086933,0.6680536093835934,7368033.629603399,0
78600.12844989188,50396.833221509034,1.5285818060582474,0.023540370260001914,12073370.52409217,0
43891.434624806956,50191.9074537367,1.3346419038706878,0.5678791943791937,15201405.117355678,1
51052.348163935625,76980.9882064084,1.7728053400912682,0.60585574814406,14227161.852832397,0
35417.031164935135,89544.7301449913,1.7496758991688468,0.3339007649185901,6861863.174049576,1
33454.019488067905,126315.61559576553,0.7521143682092601,0.6125742804559475,4929079.742414571,1
96382.90836866648,144543.75557991158,1.972045075391344,0.7739188220929338,8642901.762378389,0
79382.71598909087,111547.83447723866,1.7283551669517148,0.020524402718173185,5284867.08886588,0
58708.081115258065,73160.82373516698,1.0700030636860411,0.37014618883361466,5732684.006365049,1
36875.41412178583,88592.92589025234,1.2978256581368026,0.724093197013249,5994382.209607666,0
39111.58798694261,76940.72140294408,0.7975231244906416,0.5404024446857023,11473076.178919408,1
22816.420306881675,106617.22027805417,0.6826903103153671,0.7666452296461903,16152791.093918504,0
54056.579921324024,111003.97654346502,1.8940662202231424,0.3486921267715975,11147130.980596084,1
43879.05820551052,131056.8389077854,0.6432807282958775,0.3992652712108292,16884414.32266911,1
75796.50957168313,59966.88508105821,0.495391902473106,0.2531561041863327,19454844.981329583,1
49353.40266127592,56373.65550268284,1.7068672646608245,0.23122522062015088,12887904.519974366,0
32907.10523744969,98068.23742645796,1.261761625520808,0.641977642095699,12207733.941863518,1
20048.334456480494,45197.2292459705,1.9518621366622244,0.053096673766091174,16183493.680567348,1
23581.71941144963,70169.66485286228,0.5082741038620707,0.4729081032590491,13059762.536829678,0
74389.60020038109,153584.04734390264,0.6663631256470764,0.5965964824791303,8450575.763331309,0
55656.83809815176,132558.33250938513,1.8008536000139932,0.07410820871650961,12069836.634143041,0
62536.07452202394,60778.96321168551,1.1269735399019152,0.6742873222047749,8539932.95027831,1
92423.7173223484,48918.83215578242,1.898483527702997,0.03212052042355863,17743111.480003953,1
100198.13263392646,114438.9651407333,0.6133683955304303,0.7513849664022031,15541603.382475706,0
36002.44970507333,60015.98553191297,1.4735302319003953,0.3831680134620631,14469994.803736765,0
73035.49085730837,70110.99571689544,0.9578852083410787,0.7434611307237659,15533075.128361573,0
39855.75726918351,104473.6936592156,1.878889966793439,0.22502991915161838,19234658.17974389,0
19714.03295565548,97219.4053770274,1.0791843693785854,0.2283693444883641,10190662.658756856,0
80945.42826839973,37716.49447243395,1.6936168428558818,0.18751784217298367,7491977.370951125,1
44561.423518264826,115784.29634345196,1.7749188706381962,0.48440090860294943,3043227.865892857,1
49827.503216267534,150995.90780381253,0.9654351524083227,0.6322640980323103,15869561.075164594,1
66830.32042494928,105608.56445382985,0.6511684987605664,0.6022088984173125,14675141.783571625,0
86977.0217846038,66020.74102169368,1.6262200651427092,0.6650337515514532,18848231.551286947,1
70205.49301806535,89360.94659989714,1.3257029180511115,0.7771085276775558,3799552.37955188,1
90430.00440213381,73980.76765646838,1.8009170165873873,0.14045122426917145,13362522.754064986,0
40703.988889697765,70329.16188650709,0.4732385035992598,0.5138236107577818,5396590.069649098,0
84237.88721474279,124280.41789913838,0.5256041172983913,0.6812031052043717,12144804.714938745,1
33407.78337739404,125706.94149937543,1.5202310796980696,0.19243133139729246,10959334.718825715,1
97081.7075286714,55973.20604850514,1.8284372918588243,0.6691220886054366,2826088.627583386,1
75061.52694018866,119474.88656923574,1.092078047833806,0.15518406024728346,13203081.112588074,1
35887.13720042535,130132.25690212387,1.8468669012014807,0.13940329214988248,5844555.020120974,1
96631.75901058072,68632.09309882548,1.9048134297729014,0.09231953444061265,16698406.800811548,1
78661.0319619231,154143.70678195142,0.6588733344000972,0.11659298299953519,16872003.364310455,0
39077.156335387146,119357.53668711653,1.220427481598913,0.7654580360067035,10048465.579509385,1
35704.894121501005,105793.19072612678,1.5368279037336534,0.7828542709698567,4906237.9751349855,0
61010.659256245046,136992.47893913346,1.458547918961309,0.052311889355129114,6557121.838945262,1
20130.00559852612,122930.1422744638,1.4755756660049548,0.23984113113926134,4004880.1045728894,1
35220.01626161208,107011.46961056412,0.9633030404604666,0.5731164183725224,12871065.375212383,0
53248.89390637502,116120.6386708635,0.9729843027556189,0.5586384042652783,19978034.546202645,1
49056.10836774072,106923.97206954264,1.6989014963489777,0.6728836757440235,11688127.506808633,1
56476.760222279285,139409.7550129537,1.165406470568986,0.19284163490406167,12361834.235214908,0
41043.182622462744,45878.15907823998,1.827823671930472,0.5625093583163722,18271421.854894295,0
66703.10075602801,45455.20998246541,0.5203374063821361,0.7481411040004955,13658380.633993575,0
89700.01529162821,70253.89124365893,1.8322001184207664,0.2744521907225465,11054415.15991265,1
27755.14404484875,93798.3875011662,1.6768357812740966,0.6833621008237392,18952350.402821854,1
60942.46589379148,139899.19992676808,1.8122725310653636,0.16468578531949435,4148438.852408852,1
28961.652826647725,110675.47681355148,1.1998818676861125,0.5836854103110161,7570159.096966401,0
77499.35353898528,93783.54602318339,1.8239126754007449,0.06813597465780073,9279176.307629159,0
50872.95533300538,51328.09691379124,1.2593244327394062,0.7620721114435198,13255872.407468682,0
64929.96888425625,100890.51603313365,0.917674759736552,0.620106466735149,14274378.183890877,1
33212.226405768524,52351.59949109373,0.8927160240870045,0.6710905617120666,14449776.098361198,0
30022.364025500312,80184.97020622046,0.8634566928805321,0.40527638907760555,7146583.755665506,0
58508.671293863226,85368.36920146554,0.8229944853388032,0.09611950397744028,19497494.480889425,0
47515.85724154631,56782.22037545651,1.3946480689128755,0.026090584098691194,16768196.588789543,0
96055.85145598349,147073.30155957316,1.7673184006938176,0.030153156766088256,14209664.218431858,0
81521.9960659781,78111.91950957035,1.2370450424475363,0.26926064664720906,8064477.6171856355,0
80139.08044759542,83505.10659075557,0.7442737851321437,0.038175304920670436,5522168.695859789,0
93008.73839891248,124958.9610251992,0.8655303509011745,0.7996319361475912,13507947.308988322,0
24924.06214168754,102674.45144226536,1.1717193250036422,0.7144113421509939,6695904.914473749,1
63831.975003559746,67153.94600113174,1.774149921602783,0.3298726115655275,10174613.878463866,1
66511.51372332883,91530.86596866441,0.879888997645347,0.5884668601947491,16369397.813567499,0
97840.71941942001,66706.2213355299,1.6328662648002967,0.6701887500700853,12380982.99362365,1
42248.24472378155,83928.97611316538,1.2188070267552429,0.24511474893089064,12505748.845392495,0
37988.78873298209,44042.26111248425,1.094002313263241,0.5187993251112322,9265226.444836278,1
26324.397208036316,146147.74009420554,0.35747525865418295,0.4010056842394328,16174561.10639059,0
19363.65925609236,147390.76507924375,0.7439599290408224,0.1914441312443209,9554239.708313096,1
95150.93329375182,59989.41559040158,1.4900464764518413,0.783048699490746,2828235.8440249623,0
73603.07336704552,148865.1421318069,1.8287371685665756,0.10199611760331381,17189861.65461865,1
83167.69169792044,96829.69515544083,0.5921820646943619,0.44351678026539965,10565826.746426476,0
41383.598777577776,37760.03109301995,0.6832954375567579,0.3718645237295796,5777629.985301474,0
66672.04379346511,58828.86366635005,0.4516210928372195,0.08111254455063133,10924416.17963282,1
23308.287088041434,109533.87137964704,1.0678153869924214,0.14897975024086435,5203256.665775318,1
58307.0904625737,96535.65338036242,1.0360123778455805,0.7974545079767055,18457334.722276017,1
99132.09659878908,86407.79042035778,1.0522505625003236,0.2548957976412601,11948136.673494391,0
90749.93536127704,69292.04723308934,1.3575405185340428,0.08858494415066408,12645270.969014496,0
46067.19300245819,145130.20699996134,1.9136304029215718,0.018355289326892725,17298216.179346874,1
97810.32282694438,74206.14403495028,1.652380054664035,0.0570383748619421,16986213.78247314,1
37231.234997109976,49502.85972417749,0.5009653791002762,0.25154597802000084,5708750.564413492,0
96793.46226050156,111111.5190501551,1.6812667557813359,0.6866386279801346,10380969.124740932,0
96134.34949063939,103177.73978772566,0.39130791645425905,0.4184399830219027,9808557.915826373,0
84333.81475024851,134193.11760888627,0.4046918543675003,0.28205734560771967,4374476.263255373,0
70327.17875994366,148349.52454873954,1.3008325237053784,0.5203393884766613,12816176.130224451,0
90565.90122987061,149497.8765019916,0.4877968464816919,0.365947341890303,13440862.371259294,0
42320.68361414713,117792.78004016931,1.726676242533569,0.7550418615906994,10336600.838883061,0
88462.31509097222,47355.83858163229,1.0821801581497044,0.29345532197873725,3239191.2978818766,0
69283.76542915447,39586.678053811345,1.3422493645607352,0.6684371176274866,11266286.49058423,0
19098.659193988657,79732.78231968859,0.9571084164555914,0.4151406508394467,10509929.476801956,0
46820.381988374225,134335.70967169048,1.8860193177314009,0.018936129441462647,19576542.91220151,1
30295.6914586977,124220.57577746372,1.245128423029097,0.7052457383701041,12103194.894597974,1
99491.83935491502,78893.52310459825,0.32052781964636207,0.32319044415874204,14715197.190390673,0
57704.73548431901,143362.17438953303,0.33632531743311683,0.4809705469843689,14250214.7361775,0
59283.48333638901,42421.51942056279,1.364234070639082,0.23125410704399676,10095776.447291834,0
71076.21886109406,61385.06080692531,1.2143020254767942,0.4023966299447621,11643685.809312476,1
48592.522308758256,97199.08804228774,0.7901700792654467,0.7158234861173595,14826702.697745435,1
29362.722549904713,55491.21745254437,1.3523454684351364,0.4355428267327627,3923276.371303225,0
86235.77185512238,92634.77847576665,0.5287480844068716,0.5902379677856416,10828239.627791261,0
33757.37668792891,135988.0037253375,0.6916406626154579,0.4785134896498431,14799882.832751913,0
60439.47555135585,52389.011755755884,1.5660804294794193,0.2021064334200476,8631564.079875547,1
36618.313404903354,135543.0835091751,1.7888553711351072,0.7222899201398433,2845613.1607412808,0
26121.092213004827,138822.8559341174,0.6486216648526495,0.7143117170329489,15313324.039889041,0
89561.89594599971,116053.5035776917,1.4448910627777665,0.6626907150825795,15855987.625912158,0
98752.31758891982,43311.008551347266,0.8055657973754897,0.016789964446308373,7576929.961539412,1
97749.27661922901,45194.32215593351,0.8340679321030868,0.5420917815841325,6516740.781136633,0
93244.10643535785,78976.12500128368,1.157640012812382,0.598765845714452,15727959.09318725,1
82245.92861398702,85820.68336098563,0.6010416272598107,0.1506530258349599,17815340.51784921,0
45651.047618377284,54561.92466197323,1.4794122201511197,0.030398133928190782,13203233.837101428,1
24731.41536900373,108819.23047791571,1.0469702639552008,0.2684176591423975,15112399.098577766,0
51801.01722734601,75939.5847490619,0.7803227812083424,0.47285690330353647,10253078.359586226,0
37275.43380018824,117417.22373397155,0.6803750956994445,0.725623743915162,17174740.737108886,0
28996.473684912587,72920.13803646635,0.34088685665691193,0.6739727484329325,8194883.803314256,1
22434.4560883065,96771.51886021771,1.7746588297979846,0.38854314609362384,17897459.43499311,1
78224.33222947804,48469.035788405214,1.4528468191014299,0.5371127203088742,2577020.482990005,1
18948.479065877575,144748.4008417175,0.8645696760942405,0.7898928666104742,9624678.399475712,1
81958.20212573043,67977.57837912398,1.0136430469934408,0.18206112925173118,4401802.489593409,0
30196.571568231127,132385.20485536486,1.472488717470742,0.7593296707844724,10490399.475898704,1
24600.332854700726,41893.404630657125,1.5374872032423026,0.39151515414316296,13889518.011822462,1
25437.05184180425,137884.76007007397,1.4396149036608643,0.07428622093890305,12555920.80367039,1
73779.9680103749,39750.22985614513,1.0705384849912096,0.41570501530151865,10861238.140751995,0
38365.478417786115,140608.0549004492,1.734926444780947,0.2308021832463521,10711259.192168698,1
52904.77573444817,56527.363739152344,1.9320000334173393,0.4284117799197657,8489143.662075415,0
